GAME_ID,TEAM_ABBREVIATION,PF
0022100108,POR,19
0022100118,SAC,21
0022100111,PHI,15
0022100116,SAS,24
0022100114,MEM,16
0022100117,CHA,14
0022100115,MIN,16
0022100112,WAS,15
0022100114,DEN,16
0022100112,TOR,23
0022100117,GSW,17
0022100123,OKC,16
0022100121,BOS,16
0022100119,DET,18
0022100122,HOU,21
0022100120,UTA,20
0022100121,MIA,19
0022100122,PHX,24
0022100123,LAL,21
0022100120,ATL,24
0022100119,PHI,17
0022100128,NYK,17
0022100129,LAC,16
0022100124,DET,22
0022100128,MIL,20
0022100125,SAS,14
0022100131,POR,15
0022100131,IND,18
0022100132,CHA,19
0022100125,ORL,13
0022100127,TOR,19
0022100130,GSW,16
0022100130,NOP,18
0022100129,MIN,33
0022100127,CLE,13
0022100126,WAS,13
0022100126,MEM,15
0022100124,BKN,21
0022100132,SAC,21
0022100138,POR,21
0022100134,UTA,19
0022100135,CHI,19
0022100137,ATL,16
0022100138,LAL,17
0022100137,PHX,22
0022100136,DAL,18
0022100135,PHI,22
0022100136,BOS,14
0022100133,HOU,16
0022100133,DEN,20
0022100134,MIA,18
0022100142,WAS,16
0022100139,TOR,16
0022100140,CLE,18
0022100141,UTA,17
0022100143,SAC,18
0022100143,IND,24
0022100144,OKC,14
0022100140,NYK,14
0022100145,HOU,16
0022100145,GSW,28
0022100146,CHA,21
0022100144,SAS,16
0022100139,BKN,15
0022100141,ORL,22
0022100142,MIL,10
0022100146,LAC,16
0022100154,CHA,23
0022100151,DEN,23
0022100149,MEM,22
0022100148,CHI,17
0022100147,PHI,13
0022100147,NYK,18
0022100153,SAC,18
0022100153,PHX,21
0022100152,GSW,22
0022100150,DAL,15
0022100148,BKN,16
0022100150,NOP,16
0022100151,MIA,20
0022100152,ATL,16
0022100149,MIN,27
0022100154,LAL,23
0022100155,PHI,20
0022100155,MIL,10
0022100157,LAC,17
0022100156,UTA,20
0022100157,POR,15
0022100156,ATL,18
0022100170,MIA,25
0022100170,LAL,27
0022100161,NYK,17
0022100169,GSW,21
0022100159,ORL,18
0022100161,MIL,17
0022100159,BKN,18
0022100167,DEN,14
0022100168,POR,21
0022100168,PHX,20
0022100166,SAS,16
0022100166,SAC,26
0022100160,TOR,17
0022100158,WAS,20
0022100165,OKC,23
0022100163,DAL,16
0022100163,CHI,15
0022100167,IND,19
0022100169,MIN,28
0022100162,DET,26
0022100165,NOP,20
0022100160,BOS,13
0022100164,CHA,16
0022100158,CLE,18
0022100162,HOU,20
0022100164,MEM,18
0022100173,LAC,14
0022100172,UTA,16
0022100171,TOR,18
0022100173,MIA,21
0022100171,PHI,16
0022100172,IND,23
0022100184,MIN,21
0022100175,BOS,12
0022100184,LAL,14
0022100179,NOP,26
0022100174,CHA,18
0022100178,MEM,16
0022100177,HOU,23
0022100180,OKC,18
0022100181,DAL,18
0022100182,DEN,21
0022100175,MIL,19
0022100176,DET,13
0022100179,BKN,20
0022100183,GSW,15
0022100181,SAS,17
0022100182,ATL,20
0022100183,CHI,16
0022100177,POR,27
0022100180,SAC,12
0022100178,PHX,22
0022100176,CLE,11
0022100174,NYK,22
0022100185,UTA,19
0022100191,LAC,17
0022100187,WAS,17
0022100186,PHI,22
0022100186,IND,21
0022100190,CLE,19
0022100190,BOS,16
0022100188,MEM,19
0022100191,MIN,15
0022100189,DET,23
0022100185,MIA,25
0022100188,NOP,22
0022100187,ORL,15
0022100189,TOR,25
0022100192,SAS,17
0022100193,ATL,19
0022100196,OKC,22
0022100195,HOU,19
0022100197,DEN,14
0022100192,LAL,16
0022100193,MIL,17
0022100198,LAC,15
0022100197,POR,15
0022100194,CHA,21
0022100195,PHX,19
0022100198,CHI,20
0022100196,BKN,15
0022100194,GSW,17
0022100209,CHI,21
0022100207,OKC,15
0022100206,PHX,23
0022100203,IND,15
0022100202,ATL,17
0022100203,NYK,15
0022100206,MIN,28
0022100208,TOR,17
0022100200,DET,10
0022100202,ORL,27
0022100199,CLE,18
0022100199,BOS,16
0022100201,WAS,22
0022100209,LAL,15
0022100204,DEN,16
0022100204,DAL,19
0022100205,MEM,21
0022100207,MIA,13
0022100208,POR,15
0022100205,HOU,16
0022100201,NOP,25
0022100200,SAC,17
0022100210,GSW,27
0022100211,UTA,20
0022100212,LAC,13
0022100210,BKN,23
0022100212,SAS,17
0022100211,PHI,16
0022100219,MIL,10
0022100217,NOP,21
0022100219,LAL,19
0022100220,SAC,22
0022100216,CLE,17
0022100218,ORL,19
0022100218,NYK,20
0022100214,DET,20
0022100222,DAL,14
0022100223,CHI,23
0022100220,MIN,24
0022100215,BOS,17
0022100215,ATL,17
0022100216,BKN,20
0022100217,MIA,25
0022100223,POR,19
0022100222,PHX,9
0022100221,OKC,19
0022100221,HOU,14
0022100213,CHA,16
0022100214,IND,22
0022100213,WAS,12
0022100225,WAS,19
0022100227,SAS,12
0022100228,DEN,14
0022100227,MIN,17
0022100224,GSW,17
0022100228,PHI,18
0022100224,CLE,11
0022100226,MEM,17
0022100229,UTA,18
0022100229,TOR,13
0022100226,LAC,15
0022100225,MIA,13
0022100232,BOS,20
0022100234,OKC,22
0022100233,ORL,25
0022100233,BKN,19
0022100230,CHA,26
0022100237,DAL,17
0022100238,TOR,24
0022100232,LAL,29
0022100235,LAC,12
0022100236,DEN,22
0022100237,PHX,22
0022100236,CHI,20
0022100231,DET,22
0022100235,NOP,12
0022100234,MIL,18
0022100238,SAC,18
0022100231,GSW,23
0022100230,IND,24
0022100241,WAS,19
0022100244,ORL,24
0022100245,MEM,24
0022100239,HOU,21
0022100244,MIL,18
0022100240,NOP,14
0022100246,POR,21
0022100246,PHI,24
0022100247,UTA,16
0022100242,CHA,22
0022100243,OKC,15
0022100240,IND,16
0022100239,NYK,23
0022100243,BOS,11
0022100247,SAC,14
0022100245,MIN,26
0022100241,MIA,26
0022100242,ATL,22
0022100249,DET,24
0022100250,CHI,26
0022100251,DEN,22
0022100250,NYK,25
0022100248,LAC,15
0022100251,PHX,20
0022100252,TOR,21
0022100248,DAL,21
0022100252,GSW,18
0022100249,LAL,21
0022100258,ORL,17
0022100259,NOP,23
0022100253,CLE,16
0022100258,MIL,22
0022100257,CHI,16
0022100262,SAC,19
0022100260,SAS,16
0022100262,PHI,20
0022100260,PHX,18
0022100255,OKC,15
0022100256,HOU,20
0022100253,BKN,23
0022100259,MIN,20
0022100257,IND,15
0022100256,BOS,24
0022100255,ATL,16
0022100261,MEM,20
0022100261,UTA,20
0022100254,CHA,22
0022100254,WAS,20
0022100264,NYK,23
0022100263,DET,23
0022100264,LAL,17
0022100265,DEN,15
0022100266,LAC,24
0022100265,POR,18
0022100266,DAL,23
0022100263,MIA,19
0022100268,IND,25
0022100274,MIN,26
0022100273,DET,18
0022100274,MIA,25
0022100270,BOS,24
0022100269,CHA,16
0022100268,LAL,21
0022100278,GSW,21
0022100267,CLE,23
0022100279,SAC,21
0022100279,POR,26
0022100277,ATL,11
0022100277,SAS,16
0022100270,BKN,23
0022100267,PHX,23
0022100275,WAS,23
0022100271,HOU,16
0022100278,PHI,22
0022100271,CHI,22
0022100276,UTA,15
0022100272,MEM,20
0022100276,OKC,18
0022100272,TOR,20
0022100275,NOP,26
0022100273,MIL,18
0022100269,ORL,19
0022100291,SAC,26
0022100288,DEN,19
0022100281,CHA,21
0022100282,PHX,19
0022100283,CHI,24
0022100284,TOR,18
0022100282,NYK,20
0022100290,GSW,19
0022100291,LAL,27
0022100287,BOS,20
0022100285,MEM,19
0022100287,SAS,15
0022100289,UTA,22
0022100283,ORL,16
0022100288,MIL,14
0022100290,POR,13
0022100280,DET,19
0022100286,WAS,15
0022100284,IND,19
0022100289,NOP,21
0022100285,ATL,15
0022100286,OKC,15
0022100280,LAC,27
0022100281,MIN,20
0022100296,CHI,20
0022100292,PHI,25
0022100294,PHX,17
0022100293,ATL,17
0022100295,CLE,18
0022100292,MIN,31
0022100294,BKN,15
0022100293,NYK,17
0022100295,ORL,16
0022100299,UTA,25
0022100296,MIA,19
0022100298,WAS,18
0022100297,CHA,23
0022100299,NOP,20
0022100298,DAL,21
0022100297,HOU,25
0022100304,DET,20
0022100301,IND,21
0022100301,MIL,14
0022100303,MEM,25
0022100302,TOR,24
0022100300,LAC,21
0022100300,GSW,27
0022100302,BOS,19
0022100303,SAC,18
0022100304,LAL,18
0022100306,DEN,18
0022100309,IND,18
0022100305,PHI,19
0022100309,MIN,25
0022100305,ORL,21
0022100312,UTA,19
0022100311,WAS,15
0022100310,DAL,15
0022100313,LAC,16
0022100307,CHA,14
0022100310,CLE,22
0022100306,MIA,18
0022100308,OKC,14
0022100313,NOP,21
0022100308,HOU,19
0022100312,POR,18
0022100311,SAS,15
0022100307,CHI,19
0022100318,SAC,21
0022100314,NYK,21
0022100314,BKN,14
0022100316,GSW,13
0022100317,DET,20
0022100318,LAL,20
0022100316,PHX,12
0022100315,MEM,15
0022100315,TOR,21
0022100317,POR,22
0022100323,CLE,15
0022100324,CHA,21
0022100321,WAS,23
0022100320,DEN,19
0022100319,ATL,15
0022100322,BOS,15
0022100327,LAC,15
0022100319,IND,18
0022100322,PHI,17
0022100323,MIA,17
0022100325,DAL,19
0022100325,NOP,12
0022100320,ORL,15
0022100326,OKC,21
0022100327,SAC,16
0022100326,HOU,25
0022100321,MIN,23
0022100324,MIL,20
0022100329,TOR,24
0022100328,CHI,22
0022100331,DET,22
0022100332,SAS,15
0022100332,POR,20
0022100328,NYK,20
0022100330,MEM,15
0022100329,MIL,12
0022100330,OKC,14
0022100331,PHX,20
0022100341,LAC,19
0022100333,IND,19
0022100336,BKN,31
0022100336,MIN,25
0022100337,HOU,16
0022100333,MIA,22
0022100335,ATL,20
0022100340,GSW,29
0022100335,PHI,24
0022100339,UTA,27
0022100334,WAS,22
0022100338,DAL,23
0022100338,NOP,26
0022100340,PHX,15
0022100337,ORL,21
0022100341,LAL,19
0022100339,BOS,22
0022100334,CLE,19
0022100344,MIL,22
0022100344,MIA,17
0022100343,CHI,12
0022100342,DEN,19
0022100347,BOS,21
0022100348,LAC,24
0022100346,GSW,18
0022100347,POR,21
0022100343,BKN,19
0022100345,MEM,23
0022100342,NYK,12
0022100346,SAS,17
0022100348,SAC,25
0022100345,DAL,21
0022100350,CHA,18
0022100349,UTA,14
0022100352,HOU,23
0022100352,NOP,26
0022100351,WAS,22
0022100349,CLE,8
0022100351,TOR,24
0022100350,ATL,19
0022100356,MEM,18
0022100358,CLE,17
0022100359,ATL,20
0022100361,GSW,19
0022100355,WAS,19
0022100353,CHA,18
0022100360,SAS,18
0022100362,LAC,21
0022100360,PHX,20
0022100359,MIN,17
0022100358,MIL,20
0022100357,DEN,17
0022100357,CHI,15
0022100361,ORL,20
0022100362,POR,19
0022100354,DET,26
0022100356,MIA,19
0022100355,IND,20
0022100354,OKC,13
0022100353,PHI,19
0022100365,BOS,16
0022100363,DAL,15
0022100364,SAS,18
0022100364,NYK,19
0022100365,LAL,21
0022100363,BKN,22
0022100370,MIL,20
0022100370,MIA,23
0022100374,UTA,20
0022100372,HOU,23
0022100369,IND,19
0022100377,SAC,22
0022100369,NYK,20
0022100366,CHA,24
0022100376,GSW,19
0022100377,ORL,18
0022100378,LAC,18
0022100367,CHI,17
0022100375,DEN,19
0022100367,CLE,22
0022100373,MEM,23
0022100375,NOP,22
0022100376,POR,24
0022100372,BKN,23
0022100378,BOS,21
0022100371,TOR,19
0022100371,OKC,18
0022100374,MIN,17
0022100373,DAL,21
0022100368,DET,26
0022100368,WAS,21
0022100366,PHI,21
0022100380,MEM,14
0022100379,UTA,14
0022100381,DEN,21
0022100381,SAS,21
0022100379,PHI,20
0022100380,LAL,15
0022100389,OKC,17
0022100386,HOU,28
0022100387,CLE,23
0022100384,ATL,19
0022100385,TOR,19
0022100383,DAL,18
0022100390,BOS,17
0022100382,CHA,20
0022100384,BKN,22
0022100390,PHX,21
0022100387,MIN,19
0022100388,DET,15
0022100383,IND,19
0022100386,MIL,21
0022100389,LAL,14
0022100385,NYK,17
0022100388,NOP,16
0022100382,SAC,20
0022100394,CHI,15
0022100391,LAC,17
0022100396,GSW,22
0022100393,CLE,24
0022100397,DEN,25
0022100393,SAC,21
0022100394,MIA,21
0022100397,SAS,18
0022100396,PHI,16
0022100395,MEM,24
0022100391,ORL,11
0022100392,WAS,15
0022100395,HOU,25
0022100392,UTA,14
0022100403,ORL,13
0022100398,NYK,16
0022100402,POR,25
0022100399,DET,22
0022100398,MIL,12
0022100403,LAL,17
0022100402,MIN,22
0022100401,NOP,17
0022100401,SAS,19
0022100400,OKC,25
0022100400,DAL,18
0022100399,BKN,20
0022100404,CLE,16
0022100408,BOS,15
0022100405,GSW,25
0022100409,MEM,20
0022100412,LAC,20
0022100406,TOR,19
0022100407,HOU,24
0022100408,MIL,14
0022100404,MIA,15
0022100410,CHA,18
0022100411,WAS,26
0022100405,IND,18
0022100407,ATL,26
0022100412,PHX,23
0022100406,SAC,16
0022100409,PHI,19
0022100411,DEN,19
0022100410,DAL,19
0022100413,TOR,21
0022100414,GSW,22
0022100416,POR,18
0022100416,PHX,24
0022100414,NYK,21
0022100413,BKN,20
0022100420,DAL,21
0022100419,PHI,19
0022100421,IND,16
0022100424,DEN,15
0022100418,ATL,16
0022100421,MIL,11
0022100419,MIA,18
0022100426,MEM,21
0022100427,WAS,22
0022100423,CHA,16
0022100418,ORL,17
0022100417,HOU,21
0022100422,OKC,25
0022100420,LAL,20
0022100424,MIN,23
0022100417,CLE,25
0022100425,UTA,18
0022100422,NOP,19
0022100425,LAC,22
0022100426,POR,21
0022100427,SAC,21
0022100423,SAS,14
0022100429,PHI,22
0022100431,HOU,25
0022100428,DET,23
0022100429,BKN,15
0022100432,WAS,21
0022100431,NYK,26
0022100432,PHX,23
0022100428,IND,21
0022100436,MIN,25
0022100433,ORL,19
0022100438,NOP,13
0022100436,LAL,22
0022100433,MIA,14
0022100439,CHA,19
0022100440,MEM,21
0022100437,UTA,18
0022100434,DEN,22
0022100435,GSW,25
0022100438,MIL,19
0022100434,ATL,17
0022100435,BOS,19
0022100437,SAS,18
0022100440,SAC,20
0022100439,POR,20
0022100446,CLE,13
0022100442,ORL,14
0022100445,BOS,20
0022100442,BKN,14
0022100445,NYK,21
0022100446,MIL,15
0022100443,TOR,21
0022100441,DET,24
0022100444,OKC,18
0022100444,LAC,16
0022100443,GSW,21
0022100447,WAS,23
0022100447,UTA,23
0022100441,HOU,18
0022100448,CHI,17
0022100449,DET,28
0022100455,DAL,25
0022100456,CHA,12
0022100450,MEM,22
0022100451,SAS,12
0022100451,SAC,19
0022100448,LAL,25
0022100455,MIN,22
0022100450,POR,18
0022100449,MIA,27
0022100456,PHX,21
0022100457,BOS,23
0022100462,GSW,18
0022100463,LAC,15
0022100457,PHI,23
0022100459,HOU,17
0022100462,SAC,9
0022100459,CHI,23
0022100463,SAS,19
0022100460,MEM,21
0022100461,CHA,25
0022100460,OKC,17
0022100461,UTA,14
0022100469,PHX,18
0022100465,IND,13
0022100468,DAL,22
0022100466,DET,18
0022100465,MIA,21
0022100469,LAL,18
0022100467,NOP,19
0022100467,POR,17
0022100468,MIN,22
0022100466,NYK,19
0022100473,HOU,21
0022100470,ATL,19
0022100475,LAC,15
0022100470,ORL,24
0022100471,CLE,15
0022100471,BOS,24
0022100474,OKC,25
0022100473,MIL,24
0022100475,SAC,15
0022100474,DEN,18
0022100487,SAS,21
0022100479,DET,25
0022100481,DAL,21
0022100484,UTA,17
0022100480,WAS,18
0022100477,NOP,13
0022100476,HOU,17
0022100478,ATL,19
0022100483,OKC,10
0022100487,LAL,20
0022100478,PHI,13
0022100477,ORL,26
0022100481,MIL,16
0022100482,CHA,21
0022100485,MEM,20
0022100476,IND,21
0022100483,PHX,22
0022100484,MIN,19
0022100485,GSW,19
0022100480,NYK,21
0022100479,MIA,25
0022100482,DEN,22
0022100491,BKN,25
0022100489,BOS,23
0022100491,LAL,23
0022100488,ATL,12
0022100490,GSW,22
0022100488,NYK,13
0022100489,MIL,20
0022100492,UTA,24
0022100490,PHX,17
0022100492,DAL,31
0022100493,ORL,19
0022100493,MIA,19
0022100499,CHI,20
0022100495,WAS,18
0022100496,MEM,19
0022100498,DET,30
0022100494,TOR,13
0022100497,OKC,23
0022100499,IND,16
0022100500,LAC,22
0022100500,DEN,20
0022100497,NOP,19
0022100494,CLE,17
0022100496,SAC,23
0022100495,PHI,23
0022100498,SAS,28
0022100503,BOS,16
0022100507,LAC,17
0022100505,MEM,23
0022100506,DAL,31
0022100504,UTA,15
0022100502,CHI,19
0022100503,MIN,17
0022100502,ATL,14
0022100506,POR,28
0022100501,CHA,18
0022100507,BKN,25
0022100504,SAS,24
0022100505,PHX,16
0022100501,HOU,15
0022100511,HOU,20
0022100509,WAS,20
0022100508,ORL,25
0022100512,NYK,20
0022100512,MIN,22
0022100508,MIL,20
0022100510,TOR,24
0022100515,OKC,21
0022100513,NOP,16
0022100513,CLE,19
0022100514,GSW,20
0022100514,DEN,19
0022100511,LAL,23
0022100515,SAC,22
0022100510,PHI,18
0022100509,MIA,13
0022100520,MEM,11
0022100516,DET,23
0022100517,CHA,20
0022100522,OKC,24
0022100523,UTA,20
0022100524,DAL,19
0022100519,CHI,18
0022100518,LAC,12
0022100519,ATL,17
0022100524,SAC,21
0022100518,BOS,16
0022100522,PHX,15
0022100523,POR,28
0022100520,LAL,25
0022100516,NYK,14
0022100517,IND,20
0022100526,ORL,26
0022100525,PHI,20
0022100526,MIL,19
0022100525,BKN,22
0022100527,WAS,19
0022100527,CLE,17
0022100538,POR,22
0022100532,HOU,27
0022100537,UTA,20
0022100536,OKC,17
0022100530,CHI,19
0022100529,BOS,18
0022100538,LAL,21
0022100531,DAL,14
0022100535,MEM,18
0022100533,CLE,18
0022100529,PHX,21
0022100533,ATL,23
0022100530,IND,22
0022100531,SAC,16
0022100532,MIA,16
0022100534,TOR,18
0022100536,NYK,12
0022100534,LAC,24
0022100537,MIN,30
0022100535,SAS,15
0022100539,NOP,16
0022100542,LAC,19
0022100540,DET,23
0022100539,MIL,20
0022100541,WAS,22
0022100543,HOU,24
0022100544,UTA,21
0022100543,DEN,23
0022100542,BKN,20
0022100544,GSW,24
0022100541,CHI,24
0022100540,SAS,27
0022100551,MIN,22
0022100548,SAC,18
0022100551,LAL,16
0022100545,TOR,27
0022100546,BOS,23
0022100547,CLE,11
0022100549,CHA,15
0022100548,MIA,18
0022100546,ORL,24
0022100547,IND,24
0022100550,OKC,16
0022100550,DAL,12
0022100545,NYK,26
0022100549,PHX,21
0022100559,GSW,17
0022100556,DET,21
0022100561,LAC,10
0022100554,MEM,21
0022100555,CHI,16
0022100552,HOU,16
0022100560,ATL,24
0022100560,POR,19
0022100557,UTA,24
0022100555,ORL,17
0022100558,DEN,24
0022100558,DAL,21
0022100559,MIA,13
0022100552,PHI,21
0022100561,MIN,14
0022100557,NOP,21
0022100554,BKN,20
0022100553,CHA,22
0022100556,MIL,12
0022100553,WAS,12
0022100566,SAC,18
0022100564,IND,20
0022100564,NYK,23
0022100565,NOP,21
0022100566,LAL,16
0022100563,TOR,20
0022100562,MEM,18
0022100565,PHX,24
0022100563,SAS,23
0022100562,CLE,14
0022100576,POR,23
0022100573,TOR,20
0022100574,OKC,18
0022100571,IND,19
0022100568,PHI,16
0022100571,BKN,20
0022100568,ORL,30
0022100576,MIA,21
0022100577,ATL,14
0022100570,BOS,12
0022100577,SAC,20
0022100570,SAS,13
0022100572,GSW,20
0022100575,UTA,18
0022100572,DAL,15
0022100569,WAS,27
0022100574,MIN,16
0022100573,MIL,18
0022100575,DEN,21
0022100569,HOU,24
0022100567,CHA,21
0022100567,DET,21
0022100578,BOS,16
0022100581,LAC,16
0022100578,NYK,17
0022100580,GSW,24
0022100580,NOP,18
0022100581,PHX,20
0022100579,DET,14
0022100579,MEM,18
0022100589,ATL,18
0022100583,BKN,16
0022100587,OKC,23
0022100583,MIL,20
0022100582,SAS,21
0022100590,CLE,15
0022100588,DEN,20
0022100582,PHI,18
0022100589,LAL,26
0022100590,POR,19
0022100585,WAS,15
0022100586,HOU,20
0022100588,SAC,19
0022100586,DAL,24
0022100587,MIN,18
0022100584,UTA,21
0022100584,TOR,17
0022100585,CHI,21
0022100596,PHX,14
0022100592,CHA,25
0022100595,BOS,15
0022100593,DET,21
0022100594,UTA,25
0022100596,MIA,18
0022100595,NYK,15
0022100591,MEM,21
0022100594,IND,21
0022100591,LAC,23
0022100593,ORL,20
0022100592,MIL,20
0022100606,MEM,22
0022100600,HOU,17
0022100602,SAS,19
0022100598,WAS,21
0022100605,SAC,17
0022100605,POR,23
0022100602,BKN,18
0022100597,LAC,18
0022100604,GSW,20
0022100599,TOR,20
0022100603,DAL,14
0022100603,CHI,15
0022100601,OKC,13
0022100604,CLE,10
0022100600,MIN,22
0022100597,ATL,14
0022100601,DEN,14
0022100599,NOP,18
0022100606,LAL,25
0022100598,ORL,21
0022100607,CHA,16
0022100486,POR,17
0022100610,SAS,18
0022100609,BOS,19
0022100711,HOU,11
0022100486,BKN,22
0022100611,CLE,18
0022100610,NYK,22
0022100609,IND,21
0022100611,SAC,16
0022100711,PHI,21
0022100608,DET,20
0022100608,UTA,16
0022100607,MIL,17
0022100615,NOP,26
0022100613,TOR,20
0022100615,MIN,24
0022100415,DET,20
0022100616,LAC,22
0022100614,MEM,18
0022100616,DEN,19
0022100612,WAS,15
0022100613,PHX,23
0022100614,GSW,19
0022100612,OKC,20
0022100415,CHI,23
0022100626,SAC,20
0022100621,ATL,15
0022100625,CHI,20
0022100622,DAL,18
0022100620,WAS,14
0022100618,BOS,22
0022100619,CHA,21
0022100626,LAL,19
0022100623,HOU,24
0022100621,MIA,20
0022100618,IND,24
0022100624,UTA,16
0022100625,BKN,21
0022100622,NYK,21
0022100623,SAS,24
0022100624,CLE,17
0022100620,ORL,16
0022100619,PHI,13
0022100627,GSW,15
0022100628,MEM,15
0022100630,OKC,19
0022100631,DEN,25
0022100629,LAC,16
0022100631,POR,18
0022100627,MIL,16
0022100629,NOP,18
0022100630,BKN,19
0022100628,MIN,26
0022100636,ATL,27
0022100632,CHA,20
0022100634,PHX,18
0022100635,BOS,21
0022100634,IND,20
0022100640,HOU,19
0022100638,CLE,13
0022100636,MIA,27
0022100635,PHI,19
0022100638,SAS,24
0022100637,GSW,17
0022100639,MEM,16
0022100637,CHI,19
0022100640,SAC,23
0022100633,DET,25
0022100639,DAL,19
0022100633,TOR,24
0022100632,ORL,18
0022100649,DEN,17
0022100645,PHI,22
0022100641,TOR,25
0022100644,NOP,18
0022100643,ATL,20
0022100650,DAL,18
0022100645,MIA,18
0022100642,WAS,26
0022100648,LAC,21
0022100643,NYK,20
0022100647,CHI,19
0022100646,OKC,21
0022100644,BKN,21
0022100647,BOS,15
0022100650,ORL,26
0022100649,LAL,15
0022100648,SAS,12
0022100646,CLE,13
0022100641,MIL,23
0022100642,POR,25
0022100652,GSW,17
0022100617,DET,20
0022100651,HOU,20
0022100653,UTA,16
0022100652,MIN,21
0022100651,SAC,24
0022100653,DEN,22
0022100617,PHX,26
0022100665,UTA,21
0022100662,TOR,21
0022100660,ATL,18
0022100657,CLE,14
0022100655,CHA,14
0022100661,POR,17
0022100659,LAC,18
0022100656,WAS,18
0022100664,SAS,16
0022100661,ORL,15
0022100664,PHX,18
0022100660,MIL,28
0022100654,NOP,15
0022100657,BKN,22
0022100654,BOS,18
0022100658,MEM,13
0022100663,OKC,23
0022100659,IND,23
0022100663,DAL,19
0022100662,MIA,18
0022100665,LAL,19
0022100658,CHI,15
0022100656,PHI,26
0022100655,NYK,19
0022100666,NYK,30
0022100666,MIN,25
0022100667,DET,23
0022100667,GSW,25
0022100680,IND,22
0022100672,POR,22
0022100674,MEM,20
0022100670,ATL,23
0022100669,WAS,19
0022100668,PHI,15
0022100680,LAL,18
0022100668,ORL,19
0022100672,MIA,15
0022100679,DET,26
0022100676,OKC,14
0022100670,MIN,24
0022100671,CHA,17
0022100673,CHI,18
0022100673,CLE,15
0022100675,TOR,21
0022100678,LAC,24
0022100677,UTA,16
0022100678,DEN,15
0022100676,SAS,17
0022100675,DAL,20
0022100677,HOU,18
0022100674,MIL,21
0022100669,BKN,25
0022100679,SAC,17
0022100671,BOS,20
0022100681,NOP,26
0022100683,GSW,28
0022100682,DAL,22
0022100681,NYK,21
0022100682,PHX,21
0022100683,IND,23
0022100685,ORL,21
0022100687,ATL,17
0022100690,CHI,21
0022100691,SAS,13
0022100685,LAL,24
0022100686,LAC,21
0022100688,BOS,24
0022100691,BKN,17
0022100687,MIA,22
0022100688,POR,21
0022100690,MIL,17
0022100692,MEM,24
0022100694,HOU,15
0022100694,GSW,18
0022100686,PHI,17
0022100684,CHA,18
0022100689,WAS,16
0022100693,DET,24
0022100692,DEN,25
0022100689,TOR,15
0022100693,UTA,21
0022100684,OKC,21
0022100696,SAC,20
0022100697,PHX,19
0022100697,IND,18
0022100696,MIL,14
0022100695,OKC,28
0022100695,CLE,20
0022100700,MIA,31
0022100700,LAL,20
0022100706,BKN,29
0022100706,MIN,17
0022100698,LAC,19
0022100701,CHI,22
0022100704,SAS,15
0022100702,TOR,18
0022100704,PHI,19
0022100703,CHA,24
0022100699,WAS,14
0022100701,ORL,25
0022100705,MEM,25
0022100707,DET,29
0022100708,UTA,13
0022100698,NYK,22
0022100702,POR,17
0022100708,GSW,19
0022100705,DAL,23
0022100699,BOS,16
0022100707,DEN,22
0022100703,ATL,22
0022100709,CLE,18
0022100712,NOP,22
0022100713,UTA,15
0022100709,NYK,19
0022100712,IND,28
0022100730,OKC,15
0022100730,CHI,23
0022100713,PHX,17
0022100718,BKN,12
0022100721,POR,24
0022100718,LAL,19
0022100454,NOP,25
0022100721,MIN,19
0022100717,BOS,12
0022100719,HOU,12
0022100717,SAC,14
0022100454,PHI,22
0022100720,GSW,17
0022100714,DET,25
0022100720,DAL,17
0022100719,SAS,22
0022100716,WAS,24
0022100715,CHA,20
0022100716,LAC,29
0022100714,DEN,17
0022100715,TOR,22
0022100727,NYK,23
0022100722,CLE,19
0022100453,DEN,21
0022100727,MIA,23
0022100724,LAC,22
0022100723,CHA,29
0022100731,UTA,28
0022100732,DAL,21
0022100725,ATL,18
0022100728,MEM,18
0022100725,SAC,20
0022100722,MIL,19
0022100472,TOR,17
0022100732,POR,21
0022100453,BKN,25
0022100724,ORL,23
0022100472,CHI,22
0022100731,PHX,20
0022100728,SAS,19
0022100723,IND,31
0022100733,PHI,14
0022100734,GSW,23
0022100733,LAL,16
0022100734,MIN,15
0022100735,CHA,24
0022100738,LAC,21
0022100744,NYK,23
0022100743,PHX,22
0022100744,MIL,24
0022100736,DET,24
0022100741,OKC,27
0022100743,MIN,26
0022100739,HOU,22
0022100742,CHI,16
0022100737,BOS,25
0022100737,ATL,21
0022100729,DEN,22
0022100742,SAS,18
0022100729,NOP,19
0022100739,POR,24
0022100738,MIA,23
0022100741,IND,20
0022100740,MEM,19
0022100740,UTA,16
0022100736,ORL,22
0022100735,LAL,23
0022100748,TOR,22
0022100750,GSW,23
0022100746,DAL,19
0022100747,SAC,21
0022100747,PHI,17
0022100745,NOP,14
0022100745,BOS,19
0022100746,IND,21
0022100750,BKN,15
0022100748,MIA,26
0022100749,WAS,12
0022100749,MEM,21
0022100751,ATL,21
0022100756,DEN,15
0022100757,UTA,24
0022100755,DAL,19
0022100758,SAS,15
0022100753,CHI,16
0022100758,PHX,12
0022100751,LAL,24
0022100754,DET,21
0022100753,POR,12
0022100755,ORL,16
0022100756,MIL,10
0022100752,CHA,15
0022100757,MIN,15
0022100754,CLE,20
0022100752,LAC,23
0022100762,BOS,15
0022100763,SAC,23
0022100760,LAC,15
0022100761,MEM,15
0022100765,OKC,13
0022100763,NYK,20
0022100767,TOR,15
